question,target,answer,is_tenten,author,,date
Tôi cần mua hosting cho nhiều tên miền,mua_dangky_hosting_cho_nhieu_ten_mien,"Tại điều 6, khoản 1, mục a, Nghị định số 97/2008/NĐ-CP ""Về quản lý, cung cấp, sử dụng dịch vụ internet và thông tin điện tử trên Internet"" đã quy định các hành vi bị cấm đó là: Lợi dụng Internet nhằm mục đích ""Chống lại nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam; gây phương hại đến an ninh quốc gia, trật tự, an toàn xã hội; phá hoại khối đại đoàn kết toàn dân; tuyên truyền chiến tranh xâm...\n<a href=""https://tenten.vn/faq/165-toi-co-the-mua-hosting-cho-tat-ca-cac-ten-mien-duoc-khong-co-loai-ten-mien-nao-khong-duoc-dang-ky-cung-hosting-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/165-toi-co-the-mua-hosting-cho-tat-ca-cac-ten-mien-duoc-khong-co-loai-ten-mien-na</a>",,Minhth,,11/12/2018
Nhiều tên miền có thể đăng ký cùng 1 hosting được không?,mua_dangky_hosting_cho_nhieu_ten_mien,"Tại điều 6, khoản 1, mục a, Nghị định số 97/2008/NĐ-CP ""Về quản lý, cung cấp, sử dụng dịch vụ internet và thông tin điện tử trên Internet"" đã quy định các hành vi bị cấm đó là: Lợi dụng Internet nhằm mục đích ""Chống lại nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam; gây phương hại đến an ninh quốc gia, trật tự, an toàn xã hội; phá hoại khối đại đoàn kết toàn dân; tuyên truyền chiến tranh xâm...\n<a href=""https://tenten.vn/faq/165-toi-co-the-mua-hosting-cho-tat-ca-cac-ten-mien-duoc-khong-co-loai-ten-mien-nao-khong-duoc-dang-ky-cung-hosting-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/165-toi-co-the-mua-hosting-cho-tat-ca-cac-ten-mien-duoc-khong-co-loai-ten-mien-na</a>",,Minhth,,11/12/2018
Mình mua hosting của tenten,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",1,AnhNT92,,
mua hosting,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",1,AnhNT92,,
đăng ký hosting thì làm gì nhỉ,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,TungHV,,
khi muốn mua hosting tôi phải làm gì,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,TungHV,,
tôi muốn mua host thì làm như thế nào,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,TungHV,,
tôi mua hosting ở đâu?,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,TungHV,,
bạn có thể hướng dẫn mình cách mua hosting của tenten được không,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,Tunghv,,10/12/2018
mình có thể mua hosting của TenTen ở đâu,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,Tunghv,,10/12/2018
mình muốn mua hosting của tenten thì làm như nào hả bạn,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,Tunghv,,10/12/2018
Mình mua hosting của tenten,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,Tunghv,,10/12/2018
mua hosting,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",1,Tunghv,,10/12/2018
cần mua hosting,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,MinhTH,,10/12/2018
tôi muốn đăng ký hosting mới,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,MinhTH,,10/12/2018
hỗ trợ mua hosting,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,MinhTH,,10/12/2018
cách mua mới hosting như thế nào nhỉ?,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,MinhTH,,10/12/2018
hướng dẫn mua hosting ,mua_hosting,"Để đăng ký hosting quý khách cần chọn 1 tên miền gắn vào hosting. Sau đó truy cập đường dẫn để chọn gói thích hợp với dữ liệu:<a href=""%20https:/tenten.vn/hosting/super-ssd-hosting"" target=""_blank""> https://tenten.vn/hosting/super-ssd-hosting</a>. Liên hệ CSKH để được hỗ trợ nhanh chóng: 024.7108.9999 (giờ hành chính)",,MinhTH,,10/12/2018
mua hosting có được mua tên miền .vn khuyến mại không?,mua_hosting_khuyen_mai_ten_mien_vn,\nQuý khách mua hosting không áp dụng khuyến mại với Tên miền .vn.\n,1,Minhth,,10/12/2018
tôi mua hosting có được mua tên miền .vn với giá khuyến mãi không?,mua_hosting_khuyen_mai_ten_mien_vn,\nQuý khách mua hosting không áp dụng khuyến mại với Tên miền .vn.\n,,Minhth,,10/12/2018
có khuyến mại mua tên miền .vn khi mua hosting không?,mua_hosting_khuyen_mai_ten_mien_vn,\nQuý khách mua hosting không áp dụng khuyến mại với Tên miền .vn.\n,,Minhth,,10/12/2018
mua hosting thì có khuyến mãi tên miền .vn không?,mua_hosting_khuyen_mai_ten_mien_vn,\nQuý khách mua hosting không áp dụng khuyến mại với Tên miền .vn.\n,,Minhth,,10/12/2018
tôi mua tên miền và hosting thì có ưu đãi không?,the_toi_mua_ca_ten_mien_va_hosting_thi_nhu_the_nao,\nNếu quý khách mua hosting sẽ được mua tên miền quốc tế (.com/.net/) với giá 1.000đ\n,1,Minhth,,10/12/2018
mua domain và hosting,the_toi_mua_ca_ten_mien_va_hosting_thi_nhu_the_nao,\nNếu quý khách mua hosting sẽ được mua tên miền quốc tế (.com/.net/) với giá 1.000đ\n,,Minhth,,10/12/2018
có ưu đãi gì khi mua tên miền vs hosting không?,the_toi_mua_ca_ten_mien_va_hosting_thi_nhu_the_nao,\nNếu quý khách mua hosting sẽ được mua tên miền quốc tế (.com/.net/) với giá 1.000đ\n,,Minhth,,10/12/2018
ưu đãi mua domain với hosting,the_toi_mua_ca_ten_mien_va_hosting_thi_nhu_the_nao,\nNếu quý khách mua hosting sẽ được mua tên miền quốc tế (.com/.net/) với giá 1.000đ\n,,Minhth,,10/12/2018
Công ty có ưu đãi khi mua tên miền và hosting không?,the_toi_mua_ca_ten_mien_va_hosting_thi_nhu_the_nao,\nNếu quý khách mua hosting sẽ được mua tên miền quốc tế (.com/.net/) với giá 1.000đ\n,,Minhth,,10/12/2018
tôi có thể nạp tiền cho cloud vps qua internet banking không?,nap_tien_cloud_vps_nhu_the_nao,"Để nạp tiền cho cloud VPS bạn truy cập vào: <a href=""https://tenten.cloud/nap-tien"" target=""_blank"">https://tenten.cloud/nap-tien</a> sau đó chọn hình thức nạp tiền. Hình thức 1: Nạp tiền tự động ( sau 1 phút ) - chọn hình thức ""Nạp tiền online thẻ nội địa"" hoặc ""Paypal - Credit card"". Hình thức 2: Nạp tiền thủ công qua nhân viên hỗ trợ ""chuyển khoản ngân hàng"" hoặc ""tiền mặt"". Vui lòng liên hệ hotline: 024.7108.9999 ( giờ hành chính ) để được hỗ trợ hoặc chọn hình thức ""chat với nhân viên kinh doanh"".",,TungHV,,
tôi phải làm thế nào khi không nạp được tiền vào tài khoản cloud vps của mình,nap_tien_cloud_vps_nhu_the_nao,"Để nạp tiền cho cloud VPS bạn truy cập vào: <a href=""https://tenten.cloud/nap-tien"" target=""_blank"">https://tenten.cloud/nap-tien</a> sau đó chọn hình thức nạp tiền. Hình thức 1: Nạp tiền tự động ( sau 1 phút ) - chọn hình thức ""Nạp tiền online thẻ nội địa"" hoặc ""Paypal - Credit card"". Hình thức 2: Nạp tiền thủ công qua nhân viên hỗ trợ ""chuyển khoản ngân hàng"" hoặc ""tiền mặt"". Vui lòng liên hệ hotline: 024.7108.9999 ( giờ hành chính ) để được hỗ trợ hoặc chọn hình thức ""chat với nhân viên kinh doanh"".",,TungHV,,
nếu tôi không có tài khoản ngân hàng thì phải nạp tiền cho cloud vps như thế nào?,nap_tien_cloud_vps_nhu_the_nao,"Để nạp tiền cho cloud VPS bạn truy cập vào: <a href=""https://tenten.cloud/nap-tien"" target=""_blank"">https://tenten.cloud/nap-tien</a> sau đó chọn hình thức nạp tiền. Hình thức 1: Nạp tiền tự động ( sau 1 phút ) - chọn hình thức ""Nạp tiền online thẻ nội địa"" hoặc ""Paypal - Credit card"". Hình thức 2: Nạp tiền thủ công qua nhân viên hỗ trợ ""chuyển khoản ngân hàng"" hoặc ""tiền mặt"". Vui lòng liên hệ hotline: 024.7108.9999 ( giờ hành chính ) để được hỗ trợ hoặc chọn hình thức ""chat với nhân viên kinh doanh"".",,TungHV,,
tôi có thể sử dụng vps ngay sau khi nạp tiền vào cloud vps không?,nap_tien_cloud_vps_nhu_the_nao,"Để nạp tiền cho cloud VPS bạn truy cập vào: <a href=""https://tenten.cloud/nap-tien"" target=""_blank"">https://tenten.cloud/nap-tien</a> sau đó chọn hình thức nạp tiền. Hình thức 1: Nạp tiền tự động ( sau 1 phút ) - chọn hình thức ""Nạp tiền online thẻ nội địa"" hoặc ""Paypal - Credit card"". Hình thức 2: Nạp tiền thủ công qua nhân viên hỗ trợ ""chuyển khoản ngân hàng"" hoặc ""tiền mặt"". Vui lòng liên hệ hotline: 024.7108.9999 ( giờ hành chính ) để được hỗ trợ hoặc chọn hình thức ""chat với nhân viên kinh doanh"".",,TungHV,,
Nạp tiền cloud vps như thế nào ?,nap_tien_cloud_vps_nhu_the_nao,"Để nạp tiền cho cloud VPS bạn truy cập vào: <a href=""https://tenten.cloud/nap-tien"" target=""_blank"">https://tenten.cloud/nap-tien</a> sau đó chọn hình thức nạp tiền. Hình thức 1: Nạp tiền tự động ( sau 1 phút ) - chọn hình thức ""Nạp tiền online thẻ nội địa"" hoặc ""Paypal - Credit card"". Hình thức 2: Nạp tiền thủ công qua nhân viên hỗ trợ ""chuyển khoản ngân hàng"" hoặc ""tiền mặt"". Vui lòng liên hệ hotline: 024.7108.9999 ( giờ hành chính ) để được hỗ trợ hoặc chọn hình thức ""chat với nhân viên kinh doanh"".",1,TungHV,,
tôi có thể quản lí tất cả các tên miền đã đăng ký qua một trang navi phải không bạn?,navi_la_gi_su_dung_navi_nhu_the_nao,"* Navi là trang quản lý dành riêng cho Quý khách đã đăng ký tên miền và sử dụng hosting tại TENTEN.\nTài khoản Navi được cấp cho Quý khách khi đăng ký dịch vụ lần đầu và sử dụng trong suốt quá trình đăng ký tên miền và sử dụng các hosting khác.\n* Tiện ích của Navi:\n• Quý khách có thể quản lý cùng lúc tất cả các tên miền đã đăng ký và hosting đang sử dụng chỉ trong một trang, giảm thời gian...\n<a href=""https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o</a>",,Tunghv,,11/12/2018
một tài khoản navi có thể dùng với nhiều hosting khác không,navi_la_gi_su_dung_navi_nhu_the_nao,"* Navi là trang quản lý dành riêng cho Quý khách đã đăng ký tên miền và sử dụng hosting tại TENTEN.\nTài khoản Navi được cấp cho Quý khách khi đăng ký dịch vụ lần đầu và sử dụng trong suốt quá trình đăng ký tên miền và sử dụng các hosting khác.\n* Tiện ích của Navi:\n• Quý khách có thể quản lý cùng lúc tất cả các tên miền đã đăng ký và hosting đang sử dụng chỉ trong một trang, giảm thời gian...\n<a href=""https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o</a>",,Tunghv,,11/12/2018
 Sử dụng Navi như thế nào?,navi_la_gi_su_dung_navi_nhu_the_nao,"* Navi là trang quản lý dành riêng cho Quý khách đã đăng ký tên miền và sử dụng hosting tại TENTEN.\nTài khoản Navi được cấp cho Quý khách khi đăng ký dịch vụ lần đầu và sử dụng trong suốt quá trình đăng ký tên miền và sử dụng các hosting khác.\n* Tiện ích của Navi:\n• Quý khách có thể quản lý cùng lúc tất cả các tên miền đã đăng ký và hosting đang sử dụng chỉ trong một trang, giảm thời gian...\n<a href=""https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o</a>",,Tunghv,,11/12/2018
Navi là gì? ,navi_la_gi_su_dung_navi_nhu_the_nao,"* Navi là trang quản lý dành riêng cho Quý khách đã đăng ký tên miền và sử dụng hosting tại TENTEN.\nTài khoản Navi được cấp cho Quý khách khi đăng ký dịch vụ lần đầu và sử dụng trong suốt quá trình đăng ký tên miền và sử dụng các hosting khác.\n* Tiện ích của Navi:\n• Quý khách có thể quản lý cùng lúc tất cả các tên miền đã đăng ký và hosting đang sử dụng chỉ trong một trang, giảm thời gian...\n<a href=""https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o</a>",,Tunghv,,11/12/2018
Navi là gì? Sử dụng Navi như thế nào?,navi_la_gi_su_dung_navi_nhu_the_nao,"* Navi là trang quản lý dành riêng cho Quý khách đã đăng ký tên miền và sử dụng hosting tại TENTEN.\nTài khoản Navi được cấp cho Quý khách khi đăng ký dịch vụ lần đầu và sử dụng trong suốt quá trình đăng ký tên miền và sử dụng các hosting khác.\n* Tiện ích của Navi:\n• Quý khách có thể quản lý cùng lúc tất cả các tên miền đã đăng ký và hosting đang sử dụng chỉ trong một trang, giảm thời gian...\n<a href=""https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/34-navi-la-gi-su-du-ng-navi-nhu-the-na-o</a>",1,Tunghv,,11/12/2018
mình phải làm gì khi .net bị khóa,net_bi_khoa,"Nguyên nhân là do tên miền của quý khách chưa xác thực email theo quy định của ICANN.\nĐể xác thực, quý khách vui lòng check mail đã đăng ký khi mua tên miền.\nTìm email bằng tiếng Anh được gửi từ: verification-noreply@onamae.com.\nClick vào đường dẫn có trong email. Sau khi xác thực thì 15p - 30p sau tên miền sẽ mở khóa và nhận lại DNS ạ và website truy cập bình thường.",,Tunghv,,10/12/2018
sao tài khoản .net lại bị hả bạn,net_bi_khoa,"Nguyên nhân là do tên miền của quý khách chưa xác thực email theo quy định của ICANN.\nĐể xác thực, quý khách vui lòng check mail đã đăng ký khi mua tên miền.\nTìm email bằng tiếng Anh được gửi từ: verification-noreply@onamae.com.\nClick vào đường dẫn có trong email. Sau khi xác thực thì 15p - 30p sau tên miền sẽ mở khóa và nhận lại DNS ạ và website truy cập bình thường.",,Tunghv,,10/12/2018
nguyên nhân nào khiến tài khoản .net bị khóa?,net_bi_khoa,"Nguyên nhân là do tên miền của quý khách chưa xác thực email theo quy định của ICANN.\nĐể xác thực, quý khách vui lòng check mail đã đăng ký khi mua tên miền.\nTìm email bằng tiếng Anh được gửi từ: verification-noreply@onamae.com.\nClick vào đường dẫn có trong email. Sau khi xác thực thì 15p - 30p sau tên miền sẽ mở khóa và nhận lại DNS ạ và website truy cập bình thường.",,Tunghv,,10/12/2018
tại sao tài khoản .net của mình lại bị khóa?,net_bi_khoa,"Nguyên nhân là do tên miền của quý khách chưa xác thực email theo quy định của ICANN.\nĐể xác thực, quý khách vui lòng check mail đã đăng ký khi mua tên miền.\nTìm email bằng tiếng Anh được gửi từ: verification-noreply@onamae.com.\nClick vào đường dẫn có trong email. Sau khi xác thực thì 15p - 30p sau tên miền sẽ mở khóa và nhận lại DNS ạ và website truy cập bình thường.",,Tunghv,,10/12/2018
.net bị khóa,net_bi_khoa,"Nguyên nhân là do tên miền của quý khách chưa xác thực email theo quy định của ICANN.\nĐể xác thực, quý khách vui lòng check mail đã đăng ký khi mua tên miền.\nTìm email bằng tiếng Anh được gửi từ: verification-noreply@onamae.com.\nClick vào đường dẫn có trong email. Sau khi xác thực thì 15p - 30p sau tên miền sẽ mở khóa và nhận lại DNS ạ và website truy cập bình thường.",1,Tunghv,,10/12/2018
Ngay sau khi đăng ký dùng thử có thể sử dụng được ngay không,ngay_sau_khi_dang_ky_co_the_su_dung_duoc_ngay_khong,"Với quý khách đăng ký sử dụng (bao gồm cả dịch vụ dung thử), chúng tôi sẽ tiến hành xác nhậnbằng cách gọi điện qua số điên thoại mà quý khách đã đăng ký . \nĐể hoàn thành việc xác nhận quý khách vui lòng trả lời một số câu hỏi đơn giản chúng tôi.\nSau khi xác nhận và hoàn thành hợp đồng chúng tôi sẽ kích hoạt dịch vụ của quý khách, và quý khách bắt đầu có thể sử dụng được.\n\n<a href=""https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong</a>",1,MinhTH,,11/12/2018
sau bao lâu sau khi đăng kí dùng thử thì sử dụng được dịch vụ,ngay_sau_khi_dang_ky_co_the_su_dung_duoc_ngay_khong,"Với quý khách đăng ký sử dụng (bao gồm cả dịch vụ dung thử), chúng tôi sẽ tiến hành xác nhậnbằng cách gọi điện qua số điên thoại mà quý khách đã đăng ký . \nĐể hoàn thành việc xác nhận quý khách vui lòng trả lời một số câu hỏi đơn giản chúng tôi.\nSau khi xác nhận và hoàn thành hợp đồng chúng tôi sẽ kích hoạt dịch vụ của quý khách, và quý khách bắt đầu có thể sử dụng được.\n\n<a href=""https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong</a>",,MinhTH,,11/12/2018
cần phải chờ bao lâu thì dịch vụ sẽ sử dụng được sau khi đăng kí dùng thử,ngay_sau_khi_dang_ky_co_the_su_dung_duoc_ngay_khong,"Với quý khách đăng ký sử dụng (bao gồm cả dịch vụ dung thử), chúng tôi sẽ tiến hành xác nhậnbằng cách gọi điện qua số điên thoại mà quý khách đã đăng ký . \nĐể hoàn thành việc xác nhận quý khách vui lòng trả lời một số câu hỏi đơn giản chúng tôi.\nSau khi xác nhận và hoàn thành hợp đồng chúng tôi sẽ kích hoạt dịch vụ của quý khách, và quý khách bắt đầu có thể sử dụng được.\n\n<a href=""https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong</a>",,MinhTH,,11/12/2018
cần chờ bao lâu sau khi đăng ký dùng thử thì dịch vụ sẽ được kích hoạt,ngay_sau_khi_dang_ky_co_the_su_dung_duoc_ngay_khong,"Với quý khách đăng ký sử dụng (bao gồm cả dịch vụ dung thử), chúng tôi sẽ tiến hành xác nhậnbằng cách gọi điện qua số điên thoại mà quý khách đã đăng ký . \nĐể hoàn thành việc xác nhận quý khách vui lòng trả lời một số câu hỏi đơn giản chúng tôi.\nSau khi xác nhận và hoàn thành hợp đồng chúng tôi sẽ kích hoạt dịch vụ của quý khách, và quý khách bắt đầu có thể sử dụng được.\n\n<a href=""https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong</a>",,MinhTH,,11/12/2018
có sử dụng được dịch vụ ngay sau khi đăng ký dùng thử không?,ngay_sau_khi_dang_ky_co_the_su_dung_duoc_ngay_khong,"Với quý khách đăng ký sử dụng (bao gồm cả dịch vụ dung thử), chúng tôi sẽ tiến hành xác nhậnbằng cách gọi điện qua số điên thoại mà quý khách đã đăng ký . \nĐể hoàn thành việc xác nhận quý khách vui lòng trả lời một số câu hỏi đơn giản chúng tôi.\nSau khi xác nhận và hoàn thành hợp đồng chúng tôi sẽ kích hoạt dịch vụ của quý khách, và quý khách bắt đầu có thể sử dụng được.\n\n<a href=""https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong"" rel=""nofollow"" target=""_blank"">https://tenten.vn/faq/101-ngay-sau-khi-dang-ky-co-the-su-dung-duoc-ngay-khong</a>",,MinhTH,,11/12/2018
